_RAJ2000|_DEJ2000|KIC|2MASS|Teff|FeH|AFe|Numax|Dnu|ES|Fdnu|M(cor)|s_M(cor)|R(cor)|s_R(cor)|logg(seis)|s_logg(seis)|Rho|s_Rho|LogAge|Av|Notes|AP-1|KCat|Sloan|Simbad|_RA|_DE
292.0735833|+44.9519722| 8754155|19281766+4457071|4879.8|-0.244| 0.069| 31.462| 4.115|RC      | 0.9947| 0.989| 0.079|10.254| 0.024| 2.411| 0.010| 1.29e-03| 0.008| 3.759| 0.382|                |  0|KCat|Sloan|Simbad|292.07358|+44.95197
292.1217500|+44.9978056| 8754274|19282922+4459521|4723.7| 0.361| 0.028|130.131|10.949|RGB     | 1.0264| 1.173| 0.034| 5.535| 0.012| 3.021| 0.007| 9.75e-03| 0.007| 3.883| 0.382|                |  0|KCat|Sloan|Simbad|292.12175|+44.99781
293.2720417|+44.9824444| 8757215|19330529+4458568|4837.2|-0.029| 0.020| 35.638| 4.255|RC      | 1.0007| 1.211| 0.077|10.685| 0.023| 2.464| 0.010| 1.40e-03| 0.008| 3.588| 0.277|                |  1|KCat|Sloan|Simbad|293.27204|+44.98244
293.8471250|+44.9584167| 8758700|19352331+4457303|4824.3|-0.186| 0.067| 31.327| 3.947|RC      | 0.9923| 1.144| 0.079|11.086| 0.024| 2.407| 0.010| 1.18e-03| 0.008| 3.620| 0.351|                |  1|KCat|Sloan|Simbad|293.84712|+44.95842
294.0335417|+44.9062778| 8759207|19360805+4454226|5072.9|-0.105| 0.028| 80.762| 7.106|RC      | 0.9959| 1.984| 0.056| 8.977| 0.013| 2.829| 0.008| 3.87e-03| 0.008| 3.006| 0.236|                |  1|KCat|Sloan|Simbad|294.03354|+44.90628
294.2310833|+44.9691389| 8759746|19365546+4458089|4856.5| 0.056| 0.009| 46.069| 4.741|RC      | 0.9946| 1.750| 0.072|11.285| 0.020| 2.576| 0.009| 1.72e-03| 0.008| 3.206| 0.346|                |  1|KCat|Sloan|Simbad|294.23108|+44.96914
294.2587083|+44.9730556| 8759811|19370209+4458230|4918.7| 0.005|-0.007| 52.792| 5.155|RC      | 1.0025| 1.861| 0.069|10.836| 0.019| 2.638| 0.009| 2.06e-03| 0.008| 3.132| 0.231|                |  1|KCat|Sloan|Simbad|294.25871|+44.97306
294.8370833|+44.9367500| 8761471|19392090+4456123|4808.8| 0.058| 0.013| 38.741| 4.324|RC      | 0.9882| 1.520| 0.075|11.500| 0.022| 2.499| 0.010| 1.41e-03| 0.008| 3.346| 0.347|                |  1|KCat|Sloan|Simbad|294.83708|+44.93675
296.6092917|+44.9288056| 8766846|19462623+4455437|4886.0| 0.096| 0.003|161.453|13.156|RGB     | 1.0209| 1.155| 0.031| 4.890| 0.011| 3.122| 0.007| 1.39e-02| 0.007| 3.839| 0.575|                |  0|KCat|Sloan|Simbad|296.60929|+44.92881
297.8086250|+44.9366389| 8771414|19511407+4456119|4789.5| 0.138|-0.008| 40.517| 4.289|RC      | 1.0058| 1.664| 0.074|11.776| 0.021| 2.517| 0.010| 1.44e-03| 0.008| 3.266| 0.628|                |  0|KCat|Sloan|Simbad|297.80862|+44.93664
299.0107083|+44.9462222| 8776159|19560257+4456464|4266.0|-0.142| 0.026|  6.730| 1.070|RGB     | 1.0331| 1.485| 0.044|28.096| 0.017| 1.712| 0.007| 9.43e-05| 0.008| 3.397| 0.941|                |  0|KCat|Sloan|Simbad|299.01071|+44.94622
299.8391667|+44.9910833| 8779107|19592140+4459279|4189.6| 0.411| 0.003| 10.307| 1.517|RGB     | 1.0444| 1.233| 0.044|20.784| 0.017| 1.894| 0.007| 1.94e-04| 0.008| 3.814| 1.228|                |  0|KCat|Sloan|Simbad|299.83917|+44.99108
300.2059583|+44.9815278| 8780467|20004943+4458535|4992.7| 0.087|-0.015| 68.974| 6.132|RC      | 1.0061| 2.089| 0.061|10.007| 0.015| 2.757| 0.008| 2.94e-03| 0.008| 3.056| 0.661|                |  0|KCat|Sloan|Simbad|300.20596|+44.98153
300.6619583|+44.9263056| 8782196|20023887+4455347|4701.6| 0.011| 0.034| 65.987| 6.681|RGB     | 1.0358| 1.056| 0.039| 7.384| 0.014| 2.725| 0.007| 3.70e-03| 0.007| 3.970| 0.310|                |  0|KCat|Sloan|Simbad|300.66196|+44.92631
284.0004167|+45.0917500| 8802374|18560010+4505303|4731.2|-0.250| 0.061| 31.418| 3.617|RGB     | 1.0348| 1.345| 0.042|12.058| 0.016| 2.404| 0.007| 1.08e-03| 0.008| 3.510| 0.100|                |  1|KCat|Sloan|Simbad|284.00042|+45.09175
284.4551250|+45.0726111| 8803207|18574923+4504214|4534.4|-0.542| 0.191|  7.230| 1.446|RGB     | 0.9900| 0.718| 0.044|18.569| 0.017| 1.757| 0.007| 1.58e-04| 0.008| 4.245| 0.079|Ageold          |  0|KCat|Sloan|Simbad|284.45512|+45.07261
284.5650833|+45.0456111| 8803432|18581562+4502442|4819.3|-0.133| 0.052| 31.870| 4.023|RC      | 0.9988| 1.086| 0.078|10.710| 0.023| 2.414| 0.010| 1.25e-03| 0.008| 3.687| 0.150|                |  1|KCat|Sloan|Simbad|284.56508|+45.04561
284.6477500|+45.0657778| 8803615|18583546+4503568|4924.3|-0.322| 0.053| 33.729| 4.197|RC      | 0.9937| 1.146| 0.077|10.635| 0.023| 2.444| 0.010| 1.34e-03| 0.008| 3.584| 0.136|                |  0|KCat|Sloan|Simbad|284.64775|+45.06578
285.1029167|+45.0196389| 8804395|19002470+4501107|4668.0| 0.041| 0.038| 24.437| 3.166|RC      | 1.0165| 1.134| 0.082|12.597| 0.025| 2.292| 0.010| 8.00e-04| 0.008| 3.686| 0.133|                |  1|KCat|Sloan|Simbad|285.10292|+45.01964
285.4060833|+45.0141944| 8804886|19013746+4500511|4688.4| 0.126| 0.025| 33.890| 4.154|RC      | 1.0023| 1.087| 0.077|10.463| 0.023| 2.435| 0.010| 1.34e-03| 0.008| 3.737| 0.097|                |  1|KCat|Sloan|Simbad|285.40608|+45.01419
285.7764583|+45.0895556| 8805565|19030635+4505224|4642.9|-0.112| 0.040| 33.011| 3.808|RGB     | 1.0372| 1.223| 0.042|11.273| 0.016| 2.421| 0.007| 1.20e-03| 0.008| 3.679| 0.027|                |  1|KCat|Sloan|Simbad|285.77646|+45.08956
285.8089167|+45.0958611| 8805632|19031414+4505451|4525.1|-0.126| 0.164| 41.790| 4.706|RGB     | 1.0398| 1.013| 0.041| 9.178| 0.015| 2.518| 0.007| 1.85e-03| 0.007| 3.987| 0.026|                |  0|KCat|Sloan|Simbad|285.80892|+45.09586
285.8229583|+45.0590278| 8805663|19031751+4503325|4885.9| 0.134| 0.004| 49.056| 4.562|RC      | 1.0115| 2.325| 0.070|12.586| 0.019| 2.605| 0.009| 1.64e-03| 0.008| 2.893| 0.032|                |  1|KCat|Sloan|Simbad|285.82296|+45.05903
286.1037500|+45.0094722| 8806231|19042490+4500341|4282.8| 0.234| 0.034| 13.828| 1.841|RGB     | 1.0394| 1.445| 0.043|19.313| 0.016| 2.026| 0.007| 2.83e-04| 0.008| 3.547| 0.091|                |  0|KCat|Sloan|Simbad|286.10375|+45.00947
289.2713750|+45.0411389| 8812397|19170513+4502281|4690.0| 0.042| 0.025| 68.566| 6.716|RGB     | 1.0338| 1.165| 0.039| 7.614| 0.014| 2.741| 0.007| 3.72e-03| 0.007| 3.817| 0.195|                |  0|KCat|Sloan|Simbad|289.27137|+45.04114
289.5265000|+45.0142778| 8812919|19180636+4500514|4674.0|-0.024| 0.039| 36.755| 3.852|RGB     | 1.0318| 1.662| 0.041|12.431| 0.015| 2.470| 0.007| 1.22e-03| 0.007| 3.264| 0.202|                |  0|KCat|Sloan|Simbad|289.52650|+45.01428
289.8009583|+45.0174167| 8813509|19191223+4501027|4767.3| 0.276|-0.006| 43.650| 4.551|RC      | 1.0006| 1.665| 0.073|11.361| 0.021| 2.549| 0.009| 1.60e-03| 0.008| 3.291| 0.167|                |  0|KCat|Sloan|Simbad|289.80096|+45.01742
289.8482500|+45.0005833| 8813618|19192358+4500021|4778.6| 0.033|-0.010|130.331|11.257|RGB     | 1.0251| 1.078| 0.034| 5.289| 0.012| 3.024| 0.007| 1.03e-02| 0.007| 3.936| 0.190|                |  0|KCat|Sloan|Simbad|289.84825|+45.00058
289.8986250|+45.0892222| 8813727|19193567+4505212|4934.6| 0.048| 0.012| 42.959| 4.316|RC      | 1.0021| 2.053| 0.073|12.607| 0.021| 2.549| 0.009| 1.44e-03| 0.008| 3.062| 0.369|                |  0|KCat|Sloan|Simbad|289.89862|+45.08922
290.2045833|+45.0816667| 8814586|19204910+4504540|4821.7|-0.044| 0.013| 39.588| 4.397|RC      | 1.0003| 1.452| 0.075|11.109| 0.022| 2.509| 0.010| 1.49e-03| 0.008| 3.377| 0.305|                |  0|KCat|Sloan|Simbad|290.20458|+45.08167
290.4617917|+45.0536667| 8815290|19215083+4503132|4794.9|-0.058| 0.027| 45.180| 4.452|RGB     | 1.0275| 1.828| 0.041|11.684| 0.015| 2.565| 0.007| 1.62e-03| 0.007| 3.118| 0.352|                |  0|KCat|Sloan|Simbad|290.46179|+45.05367
290.5061250|+45.0755833| 8815404|19220147+4504321|4700.6| 0.160|-0.005| 76.984| 7.247|RGB     | 1.0319| 1.229| 0.038| 7.378| 0.014| 2.792| 0.007| 4.32e-03| 0.007| 3.764| 0.299|                |  0|KCat|Sloan|Simbad|290.50612|+45.07558
290.7257500|+45.0001111| 8816007|19225418+4500004|4860.9| 0.125| 0.017|205.282|15.578|RGB     | 1.0177| 1.213| 0.028| 4.451| 0.009| 3.225| 0.007| 1.94e-02| 0.006| 3.769| 0.280|                |  0|KCat|Sloan|Simbad|290.72575|+45.00011
290.9131250|+45.0101111| 8816437|19233915+4500364|4625.9|-0.412| 0.099| 21.618| 2.823|RGB     | 1.0399| 1.119| 0.043|13.336| 0.016| 2.237| 0.007| 6.65e-04| 0.008| 3.735| 0.346|                |  0|KCat|Sloan|Simbad|290.91312|+45.01011
291.2375417|+45.0797222| 8817343|19245701+4504470|4647.3| 0.029| 0.095| 90.445| 8.522|RGB     | 1.0319| 1.025| 0.037| 6.232| 0.013| 2.859| 0.007| 5.97e-03| 0.007| 4.017| 0.026|                |  0|KCat|Sloan|Simbad|291.23754|+45.07972
291.2437500|+45.0402500| 8817365|19245850+4502249|4845.2|-0.250| 0.041| 36.643| 4.199|RC      | 0.9968| 1.414| 0.076|11.381| 0.022| 2.476| 0.010| 1.35e-03| 0.008| 3.367| 0.240|                |  0|KCat|Sloan|Simbad|291.24375|+45.04025
291.5907917|+45.0127500| 8818252|19262179+4500459|4733.9|-0.035| 0.025| 18.612| 2.715|RC(S)   | 1.0086| 0.976| 0.085|13.349| 0.027| 2.177| 0.011| 5.79e-04| 0.008| 3.814| 0.310|SeisUnc         |  0|KCat|Sloan|Simbad|291.59079|+45.01275
293.3423750|+45.0097500| 8822689|19332217+4500351|4941.7|-0.008|-0.015| 54.935| 5.072|RC(S)   | 1.0051| 2.229| 0.068|11.613| 0.018| 2.656| 0.009| 2.01e-03| 0.008| 2.962| 0.172|                |  1|KCat|Sloan|Simbad|293.34237|+45.00975
293.4113333|+45.0802778| 8822878|19333872+4504490|4699.1| 0.214|-0.013| 35.889| 4.060|RC      | 1.0013| 1.425| 0.076|11.634| 0.023| 2.460| 0.010| 1.28e-03| 0.008| 3.457| 0.314|                |  1|KCat|Sloan|Simbad|293.41133|+45.08028
293.9201250|+45.0780833| 8824235|19354083+4504411|4672.1| 0.060| 0.128| 31.023| 3.921|RC      | 1.0015| 1.048| 0.079|10.748| 0.024| 2.396| 0.010| 1.19e-03| 0.008| 3.768| 0.408|                |  0|KCat|Sloan|Simbad|293.92012|+45.07808
293.9293333|+45.0123333| 8824264|19354304+4500444|4815.2|-0.100| 0.031| 32.387| 4.091|RC      | 0.9994| 1.062| 0.078|10.507| 0.023| 2.421| 0.010| 1.29e-03| 0.008| 3.709| 0.273|                |  1|KCat|Sloan|Simbad|293.92933|+45.01233
293.9978333|+45.0419722| 8824452|19355948+4502311|4609.8|-0.267| 0.182| 51.185| 5.549|RGB     | 1.0384| 0.996| 0.040| 8.182| 0.015| 2.610| 0.007| 2.56e-03| 0.007| 3.961| 0.079|                |  1|KCat|Sloan|Simbad|293.99783|+45.04197
294.1023750|+45.0076389| 8824732|19362457+4500275|4774.9|-0.224| 0.039| 52.635| 5.304|RGB     | 1.0314| 1.405| 0.040| 9.500| 0.015| 2.630| 0.007| 2.31e-03| 0.007| 3.445| 0.304|                |  0|KCat|Sloan|Simbad|294.10237|+45.00764
294.3623333|+45.0591389| 8825444|19372696+4503329|5067.0| 0.143|-0.045| 83.354| 6.605|RC      | 0.9956| 2.921| 0.055|10.725| 0.012| 2.843| 0.008| 3.34e-03| 0.008| 2.636| 0.289|                |  1|KCat|Sloan|Simbad|294.36233|+45.05914
294.5835417|+45.0010278| 8826079|19382005+4500037|4942.3|-0.295| 0.055| 33.431| 4.184|RC      | 0.9938| 1.135| 0.078|10.624| 0.023| 2.441| 0.010| 1.34e-03| 0.008| 3.598| 0.315|                |  1|KCat|Sloan|Simbad|294.58354|+45.00103
294.7212500|+45.0092500| 8826496|19385310+4500333|4933.2|-0.075| 0.007| 43.822| 4.698|RC      | 0.9960| 1.590| 0.073|10.986| 0.021| 2.558| 0.009| 1.69e-03| 0.008| 3.270| 0.318|                |  1|KCat|Sloan|Simbad|294.72125|+45.00925
295.0235833|+45.0717222| 8827367|19400566+4504182|4842.0| 0.372| 0.013|244.517|17.029|RGB     | 1.0171| 1.431| 0.028| 4.433| 0.009| 3.300| 0.007| 2.32e-02| 0.006| 3.570| 0.203|                |  0|KCat|Sloan|Simbad|295.02358|+45.07172
295.1038333|+45.0192222| 8827622|19402492+4501092|4715.4|-0.242| 0.165| 24.387| 3.346|RC      | 1.0110| 0.937| 0.082|11.436| 0.025| 2.293| 0.010| 8.83e-04| 0.008| 3.818| 0.447|                |  0|KCat|Sloan|Simbad|295.10383|+45.01922
295.1102500|+45.0770556| 8827646|19402646+4504374|4870.3|-0.254| 0.106| 33.340| 4.039|RC      | 0.9961| 1.258| 0.078|11.238| 0.023| 2.436| 0.010| 1.25e-03| 0.008| 3.503| 0.394|                |  1|KCat|Sloan|Simbad|295.11025|+45.07706
295.1163750|+45.0596944| 8827659|19402793+4503349|4659.4| 0.132| 0.019| 68.889| 6.714|RGB     | 1.0342| 1.170| 0.039| 7.623| 0.014| 2.742| 0.007| 3.72e-03| 0.007| 3.836| 0.419|                |  0|KCat|Sloan|Simbad|295.11637|+45.05969
295.1836667|+45.0945833| 8827853|19404408+4505405|4956.3|-0.126| 0.039|156.104|12.960|RGB     | 1.0202| 1.135| 0.032| 4.914| 0.011| 3.110| 0.007| 1.35e-02| 0.007| 3.785| 0.306|                |  0|KCat|Sloan|Simbad|295.18367|+45.09458
295.2083333|+45.0630556| 8827934|19405000+4503470|4867.9| 0.183| 0.008| 55.865| 5.391|RC(S)   | 1.0000| 1.833| 0.067|10.484| 0.018| 2.660| 0.009| 2.24e-03| 0.008| 3.181| 0.240|                |  1|KCat|Sloan|Simbad|295.20833|+45.06306
297.8962917|+45.0323889| 8836830|19513511+4501566|4982.3|-0.133| 0.015|193.795|14.955|RGB     | 1.0174| 1.249| 0.029| 4.618| 0.010| 3.205| 0.007| 1.79e-02| 0.006| 3.637| 0.228|                |  0|KCat|Sloan|Simbad|297.89629|+45.03239
298.2328750|+45.0443056| 8838230|19525589+4502395|4896.9| 0.097| 0.011|178.766|14.043|RGB     | 1.0192| 1.220| 0.030| 4.773| 0.010| 3.167| 0.007| 1.58e-02| 0.006| 3.754| 0.453|                |  0|KCat|Sloan|Simbad|298.23287|+45.04431
298.2872083|+45.0253333| 8838450|19530893+4501312|4881.4| 0.017| 0.010|113.441| 9.608|RGB     | 1.0237| 1.391| 0.035| 6.404| 0.012| 2.968| 0.007| 7.47e-03| 0.007| 3.538| 0.610|                |  0|KCat|Sloan|Simbad|298.28721|+45.02533
298.4454167|+45.0691667| 8839028|19534690+4504090|4604.9| 0.195| 0.008| 27.939| 3.486|RC      | 1.0113| 1.154| 0.080|11.925| 0.024| 2.347| 0.010| 9.60e-04| 0.008| 3.697| 0.779|                |  0|KCat|Sloan|Simbad|298.44542|+45.06917
298.7113750|+45.0042778| 8840004|19545073+4500154|4186.8| 0.358| 0.015| 10.934| 1.576|RGB     | 1.0437| 1.263| 0.044|20.428| 0.017| 1.919| 0.007| 2.09e-04| 0.008| 3.773| 0.791|                |  0|KCat|Sloan|Simbad|298.71137|+45.00428
298.9886250|+45.0933333| 8840992|19555727+4505360|4811.1| 0.193|-0.007|119.832| 9.901|RGB     | 1.0240| 1.421| 0.034| 6.321| 0.012| 2.989| 0.007| 7.94e-03| 0.007| 3.550| 0.588|                |  0|KCat|Sloan|Simbad|298.98862|+45.09333
299.7420833|+45.0781111| 8843610|19585810+4504412|4873.0|-0.076| 0.015| 40.923| 4.457|RC      | 0.9944| 1.579| 0.074|11.366| 0.021| 2.525| 0.010| 1.52e-03| 0.008| 3.279| 0.668|                |  0|KCat|Sloan|Simbad|299.74208|+45.07811
299.8020000|+45.0624444| 8843835|19591248+4503448|4231.1| 0.184|-0.011|  7.674| 1.187|RGB     | 1.0385| 1.407| 0.044|25.665| 0.017| 1.768| 0.007| 1.17e-04| 0.008| 3.569| 1.368|                |  0|KCat|Sloan|Simbad|299.80200|+45.06244
299.9643333|+45.0278889| 8844362|19595144+4501404|4165.0| 0.302| 0.004|  7.337| 1.153|RGB     | 1.0402| 1.340| 0.044|25.715| 0.017| 1.745| 0.007| 1.11e-04| 0.008| 3.675| 1.580|SeisUnc         |  0|KCat|Sloan|Simbad|299.96433|+45.02789
300.2383750|+45.0245000| 8845313|20005721+4501282|4942.4|-0.591| 0.210| 38.047| 4.336|RGB(S)  | 1.0344| 1.236| 0.041|10.392| 0.015| 2.497| 0.007| 1.55e-03| 0.007| 3.550| 0.628|                |  0|KCat|Sloan|Simbad|300.23837|+45.02450
300.2417917|+45.0476667| 8845321|20005803+4502516|4877.7|-0.241| 0.058| 32.647| 4.080|RC      | 0.9967| 1.133| 0.078|10.778| 0.023| 2.427| 0.010| 1.28e-03| 0.008| 3.620| 0.662|                |  0|KCat|Sloan|Simbad|300.24179|+45.04767
300.2533750|+45.0465278| 8845361|20010081+4502475|4408.0|-0.129| 0.047|  7.601| 1.290|RGB     | 1.0460| 1.013| 0.044|21.657| 0.017| 1.772| 0.007| 1.41e-04| 0.008| 3.961| 1.435|                |  0|KCat|Sloan|Simbad|300.25337|+45.04653
300.4686250|+45.0722222| 8846187|20015247+4504200|4897.7| 0.106|-0.019| 48.965| 4.903|RC      | 1.0016| 1.809| 0.070|11.106| 0.020| 2.604| 0.009| 1.86e-03| 0.008| 3.185| 0.573|                |  0|KCat|Sloan|Simbad|300.46862|+45.07222
300.4867917|+45.0275556| 8846245|20015683+4501392|4819.2|-0.043|-0.019| 35.765| 4.279|RC(S)   | 0.9996| 1.195| 0.077|10.605| 0.023| 2.464| 0.010| 1.41e-03| 0.008| 3.603| 0.414|                |  0|KCat|Sloan|Simbad|300.48679|+45.02756
301.0472917|+45.0876111| 8848288|20041135+4505154|4640.6| 0.280|-0.022| 46.388| 4.598|RGB     | 1.0325| 1.624| 0.041|10.960| 0.015| 2.569| 0.007| 1.74e-03| 0.007| 3.376| 0.100|                |  0|KCat|Sloan|Simbad|301.04729|+45.08761
283.4285833|+45.1464167| 8866716|18534286+4508471|4651.6|-0.116| 0.097| 38.074| 4.373|RGB     | 1.0388| 1.075| 0.041| 9.834| 0.015| 2.484| 0.007| 1.59e-03| 0.007| 3.887| 0.099|                |  0|KCat|Sloan|Simbad|283.42858|+45.14642
283.4934167|+45.1419167| 8866860|18535842+4508309|4696.5| 0.227| 0.005|137.925|11.599|RGB     | 1.0251| 1.105| 0.033| 5.226| 0.011| 3.045| 0.007| 1.09e-02| 0.007| 3.947| 0.026|                |  0|KCat|Sloan|Simbad|283.49342|+45.14192
283.9398333|+45.1208333| 8867740|18554556+4507150|4554.1|-0.440| 0.216| 22.479| 2.966|RGB     | 1.0426| 0.998| 0.043|12.400| 0.016| 2.250| 0.007| 7.38e-04| 0.008| 3.912| 0.019|                |  1|KCat|Sloan|Simbad|283.93983|+45.12083
284.4675833|+45.1171667| 8868800|18575222+4507018|4882.6|-0.170| 0.044| 32.908| 4.020|RC      | 1.0025| 1.205| 0.078|11.064| 0.023| 2.431| 0.010| 1.25e-03| 0.008| 3.575| 0.200|                |  1|KCat|Sloan|Simbad|284.46758|+45.11717
284.4951667|+45.1580556| 8868869|18575884+4509290|4654.1|-0.097| 0.163| 30.090| 3.863|RGB(S)  | 1.0315| 0.897| 0.042|10.106| 0.016| 2.382| 0.007| 1.23e-03| 0.008| 4.188| 0.073|Ageold          |  0|KCat|Sloan|Simbad|284.49517|+45.15806
284.5246250|+45.1130556| 8868929|18580591+4506470|4885.4|-0.117| 0.030| 41.172| 4.488|RC(S)   | 0.9998| 1.537| 0.074|11.171| 0.021| 2.528| 0.010| 1.55e-03| 0.008| 3.288| 0.168|                |  0|KCat|Sloan|Simbad|284.52462|+45.11306
284.8538750|+45.1724444| 8869611|18592493+4510208|4698.5|-0.005| 0.070| 95.138| 8.871|RGB     | 1.0305| 1.038| 0.036| 6.099| 0.013| 2.884| 0.007| 6.45e-03| 0.007| 3.990| 0.010|                |  1|KCat|Sloan|Simbad|284.85387|+45.17244
285.3188750|+45.1688889| 8870432|19011653+4510080|4607.1| 0.422| 0.012| 44.556| 4.527|RC      | 1.0042| 1.694| 0.072|11.441| 0.021| 2.550| 0.009| 1.60e-03| 0.008| 3.296| 0.140|                |  1|KCat|Sloan|Simbad|285.31887|+45.16889
285.5419583|+45.1106944| 8870850|19021007+4506385|4790.1|-0.339| 0.074| 34.450| 3.961|RGB     | 1.0359| 1.251| 0.042|11.071| 0.016| 2.447| 0.007| 1.30e-03| 0.007| 3.583| 0.153|                |  1|KCat|Sloan|Simbad|285.54196|+45.11069
286.0712500|+45.1503889| 8872046|19041710+4509014|4717.7| 0.004| 0.029| 65.394| 6.535|RGB     | 1.0344| 1.135| 0.039| 7.683| 0.014| 2.722| 0.007| 3.53e-03| 0.007| 3.844| 0.079|                |  1|KCat|Sloan|Simbad|286.07125|+45.15039
286.3963750|+45.1106389| 8872709|19053513+4506383|4838.6| 0.016| 0.015| 37.968| 4.320|RC      | 0.9983| 1.392| 0.075|11.097| 0.022| 2.491| 0.010| 1.44e-03| 0.008| 3.445| 0.051|                |  1|KCat|Sloan|Simbad|286.39637|+45.11064
286.5300000|+45.1256667| 8872979|19060720+4507324|5119.9| 0.028|-0.005| 75.258| 6.390|RC      | 0.9874| 2.576| 0.058|10.573| 0.014| 2.801| 0.008| 3.07e-03| 0.008| 2.817| 0.120|                |  1|KCat|Sloan|Simbad|286.53000|+45.12567
286.9114583|+45.1514722| 8873797|19073875+4509053|4583.9| 0.258| 0.067| 30.010| 3.841|RC      | 1.0031| 0.995| 0.079|10.698| 0.024| 2.377| 0.010| 1.15e-03| 0.008| 3.853| 0.073|                |  1|KCat|Sloan|Simbad|286.91146|+45.15147
289.1182500|+45.1478889| 8878424|19162838+4508524|4552.5| 0.053| 0.126| 55.780| 5.854|RGB     | 1.0380| 1.022| 0.040| 7.968| 0.015| 2.645| 0.007| 2.85e-03| 0.007| 4.030| 0.105|                |  0|KCat|Sloan|Simbad|289.11825|+45.14789
289.5080000|+45.1648611| 8879369|19180192+4509535|4763.1|-0.089| 0.017| 60.325| 6.155|RGB     | 1.0348| 1.146| 0.039| 8.021| 0.014| 2.689| 0.007| 3.13e-03| 0.007| 3.804| 0.239|                |  0|KCat|Sloan|Simbad|289.50800|+45.16486
289.5619167|+45.1122500| 8879491|19181486+4506441|5139.2|-0.457| 0.190| 59.937| 5.518|RC(S)   | 0.9764| 2.462| 0.065|11.570| 0.017| 2.703| 0.009| 2.24e-03| 0.008| 2.745| 0.273|                |  0|KCat|Sloan|Simbad|289.56192|+45.11225
289.5685417|+45.1146389| 8879518|19181645+4506527|4840.0| 0.163|-0.004| 45.748| 4.727|RC      | 1.0006| 1.684| 0.072|11.119| 0.020| 2.572| 0.009| 1.73e-03| 0.008| 3.258| 0.192|                |  0|KCat|Sloan|Simbad|289.56854|+45.11464
289.7538333|+45.1061389| 8879938|19190092+4506221|4790.7| 0.161|-0.002| 95.134| 8.334|RGB     | 1.0272| 1.389| 0.036| 7.022| 0.013| 2.888| 0.007| 5.66e-03| 0.007| 3.579| 0.241|                |  0|KCat|Sloan|Simbad|289.75383|+45.10614
289.9622917|+45.1090833| 8880420|19195095+4506327|4519.0|-0.111| 0.024| 20.178| 2.656|RGB     | 1.0424| 1.110| 0.043|13.830| 0.016| 2.202| 0.007| 5.92e-04| 0.008| 3.825| 0.242|                |  0|KCat|Sloan|Simbad|289.96229|+45.10908
293.0757500|+45.1968333| 8888925|19321818+4511486|4749.2| 0.072|-0.006| 33.173| 4.102|RC      | 1.0013| 1.097| 0.078|10.591| 0.023| 2.428| 0.010| 1.30e-03| 0.008| 3.717| 0.280|                |  0|KCat|Sloan|Simbad|293.07575|+45.19683
293.6071667|+45.1308056| 8890410|19342572+4507509|4997.7| 0.143|-0.023| 62.052| 5.458|RC      | 1.0077| 2.411| 0.064|11.334| 0.017| 2.712| 0.009| 2.34e-03| 0.008| 2.885| 0.329|                |  1|KCat|Sloan|Simbad|293.60717|+45.13081
294.1213333|+45.1199722| 8891957|19362912+4507119|4847.7|-0.101| 0.013| 63.091| 6.118|RGB     | 1.0302| 1.405| 0.039| 8.644| 0.014| 2.712| 0.007| 3.07e-03| 0.007| 3.475| 0.471|                |  0|KCat|Sloan|Simbad|294.12133|+45.11997
295.4565417|+45.1657778| 8896115|19414957+4509568|4763.6|-0.252| 0.055| 52.107| 5.578|RGB     | 1.0363| 1.089| 0.040| 8.411| 0.015| 2.625| 0.007| 2.58e-03| 0.007| 3.822| 0.299|                |  0|KCat|Sloan|Simbad|295.45654|+45.16578
298.2527917|+45.1006667| 8905921|19530067+4506024|4320.5|-0.044| 0.044|  6.389| 1.016|RGB     | 1.0316| 1.608| 0.044|29.910| 0.017| 1.693| 0.007| 8.48e-05| 0.008| 3.308| 0.879|                |  0|KCat|Sloan|Simbad|298.25279|+45.10067
298.3567917|+45.1372778| 8906338|19532563+4508142|4926.2|-0.384| 0.075| 33.250| 4.175|RC(S)   | 0.9926| 1.127| 0.078|10.624| 0.023| 2.437| 0.010| 1.33e-03| 0.008| 3.598| 1.010|                |  0|KCat|Sloan|Simbad|298.35679|+45.13728
298.7340833|+45.1193056| 8907753|19545618+4507095|4944.2| 0.010| 0.007|       |      |REJECT  |       |      |      |      |      |      |      |         |      |      |      |No Seis         |  0|KCat|Sloan|Simbad|298.73408|+45.11931
298.7885833|+45.1770833| 8907943|19550926+4510375|4591.3| 0.329| 0.009| 33.344| 3.989|RC      | 1.0047| 1.169| 0.078|10.997| 0.023| 2.423| 0.010| 1.24e-03| 0.008| 3.701| 0.727|                |  0|KCat|Sloan|Simbad|298.78858|+45.17708
299.3041250|+45.1251667| 8909673|19571299+4507306|4856.7|-0.083|-0.032| 43.005| 4.598|RC(S)   | 0.9946| 1.609| 0.073|11.199| 0.021| 2.546| 0.009| 1.61e-03| 0.008| 3.257| 0.916|                |  0|KCat|Sloan|Simbad|299.30412|+45.12517
299.8438750|+45.1905278| 8911558|19592253+4511259|4899.8| 0.002| 0.000| 39.333| 4.421|RC      | 0.9994| 1.432| 0.075|11.026| 0.022| 2.509| 0.010| 1.51e-03| 0.008| 3.400| 0.830|                |  0|KCat|Sloan|Simbad|299.84387|+45.19053
