col0,col1
865.4916406620678,0.14
1303.3270740960916,0.07
2641.574585492243,-0.12
789.6104323453924,0.14
1050.9035947628881,0.0
610.0464126303607,-0.02
1733.2566598567928,-0.02
1296.3219583903406,0.0
1918.2838814159932,0.18
1068.8404411308206,0.02
391.48297284358256,-0.06
475.29459722512195,-0.18
1280.5981721577095,0.3
879.3522468628587,0.08
997.8445223284915,0.06
1311.3326592136252,-0.02
1875.6978370348313,-0.02
1361.9553738192265,-0.4
2391.183347744083,0.0
659.8768272488905,-0.16
875.2112220712946,0.2
2461.5738952023244,-0.8
1178.0477051577882,-0.12
755.8974453736248,0.21
703.0122256067078,0.14
1548.86254476496,0.07
1636.2998011328175,-0.14
1994.980731091023,0.02
978.8426353325804,0.12
1219.1660982783294,0.16
1609.9518134469615,-0.06
695.8455874558528,-0.12
1084.7080859261928,-0.06
1718.9485485342252,0.22
827.3949723875792,0.22
749.139811897577,0.0
294.82402949921834,-0.12
1736.9066993562985,0.1
2227.475200849867,-0.18
2234.9495198923905,-0.02
680.4761020240222,0.34
2573.6915878916757,0.08
1660.1101452506136,0.14
1214.2633238889218,0.0
261.5549102634885,0.08
358.14828642906355,0.28
1668.8317216787884,0.04
402.2655837129382,-0.16
1085.207727497867,0.1
1378.5193849657235,-0.08
1807.6845572381908,0.21
1222.1172597414584,0.14
1479.7434687449324,-0.22
1397.3747054123357,-0.32
1436.5239717535594,-0.22
848.0332442131448,0.08
1277.2116686206855,0.04
856.9645909315984,0.04
1328.1157429650243,0.2
910.0450203555046,-0.04
380.8139749895478,0.04
1331.7198635506343,0.08
1220.1490260875653,0.07
640.0484904048312,-0.08
2274.902969503115,-0.3
822.8352294364395,0.1
1009.5152353797142,-0.14
1966.4751592124178,0.36
1416.487928006006,-0.04
1058.6755363360458,-0.12
1222.961760083213,-0.06
1068.9635030180236,-0.08
853.6166501702961,-0.22
655.5606506519218,0.08
468.827283503222,-0.44
1141.8600472305952,-0.18
821.7938325261895,-0.1
687.6427644659381,-0.14
1465.5912977041955,-0.28
1140.5461887319489,0.06
1584.5752841118192,0.0
1974.269835574378,0.0
1244.6948069301848,0.38
1437.847668718202,0.04
1063.072484870008,0.42
1045.8342913696051,0.06
967.7493261853979,-0.26
904.0925230759402,-0.32
921.3250461922687,0.02
942.7854633812907,0.04
424.8277502274092,-0.28
1199.1206378404393,-0.08
1151.0995326814823,-0.06
890.3543351020182,-0.1
424.48551743378744,0.0
511.75592272959244,-0.4
356.8312469464519,0.2
1569.505628919781,-0.02
744.8398047783891,-0.02
2203.2764900835273,-0.02
932.208111562811,-0.22
1232.2898677677563,0.21
1392.8773543479854,0.21
911.7229301713569,-0.2
2189.5164694014156,-0.2
1652.581465423108,0.08
2612.8403702535898,0.1
727.1313635801451,-0.08
369.2435158841731,-0.38
793.072475791129,-0.26
3285.5862897513116,-0.3
296.11668415164155,0.24
620.387269788572,-0.02
988.5824074516484,-0.14
1331.10672508065,-0.1
1027.9284296461447,0.36
2409.976887734656,0.07
345.8301695581092,-0.12
493.69971624168784,0.02
983.3607676528281,0.06
1440.8304482445697,0.28
1740.0546067105413,-0.26
879.5547485133397,0.02
1251.160075496448,0.21
1262.736917138714,-0.1
1181.7153519904152,0.08
376.845104301242,-0.18
1024.3842147935316,0.14
977.6037922937936,0.3
2267.5813561580585,0.1
1649.1202645791188,-0.06
1678.4672725193084,-0.08
892.6123217398233,-0.24
512.1685155081334,0.16
2775.3188000631962,0.07
2319.451672123483,0.07
522.1711551242787,-0.1
1300.956806379259,0.07
1495.4189426482951,0.34
990.8613252604483,-0.14
656.9205950532655,0.02
1092.7300281003006,-0.04
2593.6590044803925,-0.16
1388.8740949743776,-0.16
857.2606271361419,-0.16
714.68205515863,0.1
273.81855710766433,-0.3
785.0781268577563,0.48
2242.3989304333704,-0.06
788.9743378718331,-0.14
1045.5935068471067,-0.08
310.1436385201105,0.0
798.0183495827015,-0.04
890.2518351715277,0.04
1744.668329889726,-0.3
574.1995894009323,0.12
1551.9120704450088,0.07
1911.405807893718,0.16
834.2820077108582,-0.26
905.0297960608586,-0.04
830.3532266229478,-0.14
1868.3699668860002,0.18
772.2588209031123,0.0
1163.0888104721516,-0.12
707.4778992967606,-0.04
1883.271254708543,0.14
867.2870817245489,-0.1
710.9889934021185,0.21
1694.1929789226513,-0.02
1409.0061139623067,0.34
1557.8042258169214,-0.04
1029.1125574935172,0.04
296.696810460593,-0.06
1111.764692596324,0.12
1248.4262092805277,-0.06
568.7388265640739,0.02
659.0416737886856,0.18
722.5416351903546,-0.14
2447.4446430845296,-0.12
2538.1242447529035,-0.18
1341.4141326746994,-0.26
800.5028410505861,-0.12
355.35536580902914,-0.1
1316.6273659309402,-0.1
1070.564597509999,-0.16
1272.3684087558481,0.12
307.4063806198679,0.1
1223.2433898576023,-0.06
832.9383871119951,0.18
1355.2295967268187,0.24
270.80886538296284,0.26
1255.633452439727,-0.18
572.8789669921943,-0.38
752.9443480163818,0.42
680.084501214444,-0.02
1226.9104841802773,-0.02
528.7043426439755,-0.06
580.5810782421607,0.06
474.6930547688668,0.1
498.9567217018525,0.24
701.5568631968684,0.07
1534.839182320535,-0.38
277.30830583875877,-0.3
585.0768002621005,-0.46
879.5547485133399,-0.28
1042.1083544758308,0.06
266.2642609438671,-0.12
1827.1023559317985,0.18
1786.7462430984501,-0.1
2729.3729156415807,-0.08
359.01523427356733,0.06
1362.7396040524447,-0.34
355.10997978170957,0.16
841.9045906561969,0.08
747.675031358514,-0.04
1893.9254395348923,-0.12
1503.7058094945432,-0.42
832.4590472119592,0.1
1428.607341518977,0.0
1266.0850411351362,-0.18
1216.6422040327438,0.06
325.4714341627368,0.02
1207.7105986440858,-0.28
970.8740151241323,0.06
633.6696073724054,0.16
1112.6610302120278,0.02
799.1216146091109,0.2
1092.478446678457,0.06
